type;latency;rank;duration;sac_amplitude;sac_angle;iEvent;CorScorePair;CorScoreEvent;CorScoreDetail;NrmzMeanConfPair;NrmzMeanConfEvent;NrmzMeanConfDetail;SumCorConfPair;SumCorConfEvent;SumCorConfDetail;PairNCat;eCorScorePair;eCorScoreEvent;eCorScoreDetail;eNrmzMeanConfPair;eNrmzMeanConfEvent;eNrmzMeanConfDetail;eSumCorConfPair;eSumCorConfEvent;eSumCorConfDetail;iBlock;iEventPerBlock;Refi;Refi2;NrmzMeanConfPair2bins;NrmzMeanConfEvent2bins;NrmzMeanConfDetail2bins;eNrmzMeanConfPair2bins;eNrmzMeanConfEvent2bins;eNrmzMeanConfDetail2bins;NrmzMeanConfPair_CorRefi;NrmzMeanConfEvent_CorRefi;NrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_CorRefi;eNrmzMeanConfEvent_CorRefi;eNrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_EventOnset2bins;eNrmzMeanConfEvent_EventOnset2bins;eNrmzMeanConfDetail_EventOnset2bins;eCorScorePair_EventOnset2bins;eCorScoreEvent_EventOnset2bins;eCorScoreDetail_EventOnset2bins;eSumCorConfPair_EventOnset2bins;eSumCorConfEvent_EventOnset2bins;eSumCorConfDetail_EventOnset2bins
fixation;412861;18;80;1.302.052;-4.782.283;18;0;1;0;0;0.308587838017465;0.166880722315562;0.0960271644646107;115.487.836.723.925;312.545.276.585.193;p2O;30;11;20;113.831.624.388.071;339.446.621.819.212;892.363.935.208.226;377.698.502.681.255;144.488.199.412.531;606.093.351.046.893;2;3;weR;we;Cor1;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;412941;0;7;0.822759;-161.952.104;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
bad_ET;413009;0;25;0;0;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
saccade;413088;0;5;0.611695;-166.957.181;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;413093;19;90;0.611695;-166.957.181;18;1;0;1;0.428643000735936;0;0.219424391722966;121.942.439.172.297;0.149618370787169;218.452.138.125.507;p1F;30;11;20;113.831.624.388.071;339.446.621.819.212;892.363.935.208.226;377.698.502.681.255;144.488.199.412.531;606.093.351.046.893;2;3;bpR;bp;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;[];[];[];[];[];[];[];[];[]
saccade;413183;0;21;12.616.769;-1.196.204;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;413204;20;50;12.616.769;-1.196.204;18;0;1;0;0;0.308587838017465;0.166880722315562;0.0960271644646107;115.487.836.723.925;312.545.276.585.193;p2O;30;11;20;113.831.624.388.071;339.446.621.819.212;892.363.935.208.226;377.698.502.681.255;144.488.199.412.531;606.093.351.046.893;2;3;bpR;bp;Cor1;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1bpR;Cor2bpR;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;[];[];[];[];[];[];[];[];[]
saccade;413254;0;9;2.072.084;171.659.204;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;413263;21;59;2.072.084;171.659.204;18;2;1;1;0.262567040351664;0.308587838017465;0.368615419376701;226.256.704.035.166;115.487.836.723.925;220.872.270.379.546;p2P;30;11;20;113.831.624.388.071;339.446.621.819.212;892.363.935.208.226;377.698.502.681.255;144.488.199.412.531;606.093.351.046.893;2;3;beF;be;Cor1;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1beF;Cor2beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;[];[];[];[];[];[];[];[];[]
saccade;413322;0;17;8.904.397;90.896.395;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;413339;22;45;8.904.397;90.896.395;18;1;0;0;0.0964910799673928;0;0.181848546219224;113.916.981.309.331;0.0847447676898288;111.195.729.039.157;p3F;30;11;20;113.831.624.388.071;339.446.621.819.212;892.363.935.208.226;377.698.502.681.255;144.488.199.412.531;606.093.351.046.893;2;3;bpR;bp;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;[];[];[];[];[];[];[];[];[]
saccade;413384;0;6;0.747226;79.241.441;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;413390;23;59;0.747226;79.241.441;18;1;0;0;0.0964910799673928;0;0.181848546219224;113.916.981.309.331;0.0847447676898288;111.195.729.039.157;p3F;30;11;20;113.831.624.388.071;339.446.621.819.212;892.363.935.208.226;377.698.502.681.255;144.488.199.412.531;606.093.351.046.893;2;3;weR;we;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;413449;0;10;2.712.919;179.248.409;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;413459;24;43;2.712.919;179.248.409;18;1;0;1;0.796979091423551;0;0.447198971335653;144.719.897.133.565;0.0847447676898288;226.597.186.951.274;p3O;30;11;20;113.831.624.388.071;339.446.621.819.212;892.363.935.208.226;377.698.502.681.255;144.488.199.412.531;606.093.351.046.893;2;3;beF;be;Cor2;Cor1;Cor2;Cor1;Cor1;Cor1;Cor2beF;Cor1beF;Cor2beF;Cor1beF;Cor1beF;Cor1beF;[];[];[];[];[];[];[];[];[]
saccade;413502;0;5;0.382257;-112.893.789;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;413507;25;244;0.382257;-112.893.789;18;1;0;1;0.796979091423551;0;0.447198971335653;144.719.897.133.565;0.0847447676898288;226.597.186.951.274;p3O;30;11;20;113.831.624.388.071;339.446.621.819.212;892.363.935.208.226;377.698.502.681.255;144.488.199.412.531;606.093.351.046.893;2;3;weR;we;Cor2;Cor1;Cor2;Cor1;Cor1;Cor1;Cor2weR;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;413751;0;32;8.684.432;-70.333.152;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;413783;26;178;8.684.432;-70.333.152;18;2;1;1;0.262567040351664;0.308587838017465;0.368615419376701;226.256.704.035.166;115.487.836.723.925;220.872.270.379.546;p2P;30;11;20;113.831.624.388.071;339.446.621.819.212;892.363.935.208.226;377.698.502.681.255;144.488.199.412.531;606.093.351.046.893;2;3;bpR;bp;Cor1;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1bpR;Cor2bpR;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;[];[];[];[];[];[];[];[];[]
saccade;413961;0;7;0.752517;-150.650.939;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;413968;27;134;0.752517;-150.650.939;18;2;1;1;0.262567040351664;0.308587838017465;0.368615419376701;226.256.704.035.166;115.487.836.723.925;220.872.270.379.546;p2P;30;11;20;113.831.624.388.071;339.446.621.819.212;892.363.935.208.226;377.698.502.681.255;144.488.199.412.531;606.093.351.046.893;2;3;weR;we;Cor1;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
EventOnset;417910.25;0;0;0;0;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];Cor1;Cor2;Cor1;Cor2;Cor2;Cor1;Cor1;Cor2;Cor1
saccade;417968;0;12;5.108.616;89.840.641;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;417980;1;53;5.108.616;89.840.641;19;2;2;1;0.0129891861388876;0.216829729183993;0.145171686884637;201.298.918.613.889;221.682.972.918.399;311.490.945.766.144;p2P;54;36;25;243.918.285.904.825;471.823.826.239.934;378.148.267.455.273;564.391.828.590.483;421.594.838.742.247;652.993.333.666.365;2;4;bpF;bp;Cor1;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1bpF;Cor2bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;[];[];[];[];[];[];[];[];[]
saccade;418033;0;8;1.050.521;171.772.265;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;418041;2;46;1.050.521;171.772.265;19;2;2;1;0.0129891861388876;0.216829729183993;0.145171686884637;201.298.918.613.889;221.682.972.918.399;311.490.945.766.144;p2P;54;36;25;243.918.285.904.825;471.823.826.239.934;378.148.267.455.273;564.391.828.590.483;421.594.838.742.247;652.993.333.666.365;2;4;weR;we;Cor1;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;418087;0;11;2.741.073;-0.056848;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;418098;3;78;2.741.073;-0.056848;19;2;2;1;0.0899964719666487;0.216829729183993;0.174242709730557;208.999.647.196.665;221.682.972.918.399;315.341.310.057.532;p2O;54;36;25;243.918.285.904.825;471.823.826.239.934;378.148.267.455.273;564.391.828.590.483;421.594.838.742.247;652.993.333.666.365;2;4;beF;be;Cor1;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1beF;Cor2beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;[];[];[];[];[];[];[];[];[]
saccade;418176;0;10;2.652.686;-179.592.048;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;418186;4;58;2.652.686;-179.592.048;19;2;2;1;0.0129891861388876;0.216829729183993;0.145171686884637;201.298.918.613.889;221.682.972.918.399;311.490.945.766.144;p2P;54;36;25;243.918.285.904.825;471.823.826.239.934;378.148.267.455.273;564.391.828.590.483;421.594.838.742.247;652.993.333.666.365;2;4;beR;be;Cor1;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1beR;Cor2beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;[];[];[];[];[];[];[];[];[]
saccade;418244;0;10;2.864.548;-4.762.275;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;418254;5;42;2.864.548;-4.762.275;19;2;2;1;0.0899964719666487;0.216829729183993;0.174242709730557;208.999.647.196.665;221.682.972.918.399;315.341.310.057.532;p2O;54;36;25;243.918.285.904.825;471.823.826.239.934;378.148.267.455.273;564.391.828.590.483;421.594.838.742.247;652.993.333.666.365;2;4;beR;be;Cor1;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1beR;Cor2beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;[];[];[];[];[];[];[];[];[]
saccade;418296;0;20;9.401.322;-127.769.508;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;418316;6;15;9.401.322;-127.769.508;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;outside;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;bpF;bp;other;other;other;other;other;other;other;other;other;other;other;other;[];[];[];[];[];[];[];[];[]
saccade;418331;0;9;1.822.594;167.722.563;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;418340;7;44;1.822.594;167.722.563;19;2;0;0;0.0575235215507302;0;0;205.752.352.155.073;0.145527233173528;0.101525377362129;p3F;54;36;25;243.918.285.904.825;471.823.826.239.934;378.148.267.455.273;564.391.828.590.483;421.594.838.742.247;652.993.333.666.365;2;4;bpF;bp;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;[];[];[];[];[];[];[];[];[]
saccade;418384;0;4;0.306351;137.039.242;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;418388;8;55;0.306351;137.039.242;19;2;0;0;0.0575235215507302;0;0;205.752.352.155.073;0.145527233173528;0.101525377362129;p3F;54;36;25;243.918.285.904.825;471.823.826.239.934;378.148.267.455.273;564.391.828.590.483;421.594.838.742.247;652.993.333.666.365;2;4;weR;we;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;418443;0;14;7.700.714;-19.121.263;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;418457;9;47;7.700.714;-19.121.263;19;2;1;2;0.0454621365548061;0.244298720773242;0.111740997960951;204.546.213.655.481;133.897.908.957.061;319.222.061.306.271;p1F;54;36;25;243.918.285.904.825;471.823.826.239.934;378.148.267.455.273;564.391.828.590.483;421.594.838.742.247;652.993.333.666.365;2;4;bpF;bp;Cor1;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1bpF;Cor2bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;[];[];[];[];[];[];[];[];[]
saccade;418504;0;34;9.274.684;87.278.637;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;418538;10;31;9.274.684;87.278.637;19;2;2;1;0.0899964719666487;0.216829729183993;0.174242709730557;208.999.647.196.665;221.682.972.918.399;315.341.310.057.532;p2O;54;36;25;243.918.285.904.825;471.823.826.239.934;378.148.267.455.273;564.391.828.590.483;421.594.838.742.247;652.993.333.666.365;2;4;bpR;bp;Cor1;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1bpR;Cor2bpR;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;[];[];[];[];[];[];[];[];[]
saccade;418569;0;4;0.252273;-120.068.914;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;418573;11;110;0.252273;-120.068.914;19;2;2;1;0.0899964719666487;0.216829729183993;0.174242709730557;208.999.647.196.665;221.682.972.918.399;315.341.310.057.532;p2O;54;36;25;243.918.285.904.825;471.823.826.239.934;378.148.267.455.273;564.391.828.590.483;421.594.838.742.247;652.993.333.666.365;2;4;weR;we;Cor1;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;418683;0;11;3.190.312;-17.744.177;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;418694;12;34;3.190.312;-17.744.177;19;2;2;1;0.0129891861388876;0.216829729183993;0.145171686884637;201.298.918.613.889;221.682.972.918.399;311.490.945.766.144;p2P;54;36;25;243.918.285.904.825;471.823.826.239.934;378.148.267.455.273;564.391.828.590.483;421.594.838.742.247;652.993.333.666.365;2;4;beF;be;Cor1;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1beF;Cor2beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;[];[];[];[];[];[];[];[];[]
saccade;418728;0;20;7.723.924;-122.888.108;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;418748;13;29;7.723.924;-122.888.108;19;2;0;0;0.0575235215507302;0;0;205.752.352.155.073;0.145527233173528;0.101525377362129;p3F;54;36;25;243.918.285.904.825;471.823.826.239.934;378.148.267.455.273;564.391.828.590.483;421.594.838.742.247;652.993.333.666.365;2;4;bpR;bp;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;[];[];[];[];[];[];[];[];[]
saccade;418777;0;5;0.599363;179.596.727;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;418782;14;40;0.599363;179.596.727;19;2;0;0;0.0575235215507302;0;0;205.752.352.155.073;0.145527233173528;0.101525377362129;p3F;54;36;25;243.918.285.904.825;471.823.826.239.934;378.148.267.455.273;564.391.828.590.483;421.594.838.742.247;652.993.333.666.365;2;4;weR;we;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;418822;0;13;702.351;-18.038.985;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;418835;15;32;702.351;-18.038.985;19;2;1;2;0.0454621365548061;0.244298720773242;0.111740997960951;204.546.213.655.481;133.897.908.957.061;319.222.061.306.271;p1F;54;36;25;243.918.285.904.825;471.823.826.239.934;378.148.267.455.273;564.391.828.590.483;421.594.838.742.247;652.993.333.666.365;2;4;bpR;bp;Cor1;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1bpR;Cor2bpR;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;[];[];[];[];[];[];[];[];[]
saccade;418867;0;5;0.714485;-282.739;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;418872;16;363;0.714485;-282.739;19;2;1;2;0.0454621365548061;0.244298720773242;0.111740997960951;204.546.213.655.481;133.897.908.957.061;319.222.061.306.271;p1F;54;36;25;243.918.285.904.825;471.823.826.239.934;378.148.267.455.273;564.391.828.590.483;421.594.838.742.247;652.993.333.666.365;2;4;weR;we;Cor1;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;419235;0;5;0.194697;-88.224.849;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;419240;17;30;0.194697;-88.224.849;19;2;1;2;0.0454621365548061;0.244298720773242;0.111740997960951;204.546.213.655.481;133.897.908.957.061;319.222.061.306.271;p1F;54;36;25;243.918.285.904.825;471.823.826.239.934;378.148.267.455.273;564.391.828.590.483;421.594.838.742.247;652.993.333.666.365;2;4;weR;we;Cor1;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;419270;0;16;7.826.709;15.954.603;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;419286;18;46;7.826.709;15.954.603;19;2;0;0;0.0575235215507302;0;0;205.752.352.155.073;0.145527233173528;0.101525377362129;p3F;54;36;25;243.918.285.904.825;471.823.826.239.934;378.148.267.455.273;564.391.828.590.483;421.594.838.742.247;652.993.333.666.365;2;4;bpR;bp;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;[];[];[];[];[];[];[];[];[]
saccade;419332;0;4;0.360728;150.021.864;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;419336;19;90;0.360728;150.021.864;19;2;0;0;0.0575235215507302;0;0;205.752.352.155.073;0.145527233173528;0.101525377362129;p3F;54;36;25;243.918.285.904.825;471.823.826.239.934;378.148.267.455.273;564.391.828.590.483;421.594.838.742.247;652.993.333.666.365;2;4;weR;we;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;419426;0;11;2.791.641;176.689.972;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
bad_ET;419524;0;25;0;0;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
saccade;419604;0;6;0.573239;-61.124.506;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;419610;20;65;0.573239;-61.124.506;19;2;1;1;0.666159481151264;0.244298720773242;0.505794132604883;266.615.948.115.126;133.897.908.957.061;250.256.928.536.094;p1P;54;36;25;243.918.285.904.825;471.823.826.239.934;378.148.267.455.273;564.391.828.590.483;421.594.838.742.247;652.993.333.666.365;2;4;bpR;bp;Cor2;Cor2;Cor2;Cor1;Cor1;Cor1;Cor2bpR;Cor2bpR;Cor2bpR;Cor1bpR;Cor1bpR;Cor1bpR;[];[];[];[];[];[];[];[];[]
saccade;419675;0;8;1.045.706;168.543.366;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;419683;21;41;1.045.706;168.543.366;19;2;1;1;0.666159481151264;0.244298720773242;0.505794132604883;266.615.948.115.126;133.897.908.957.061;250.256.928.536.094;p1P;54;36;25;243.918.285.904.825;471.823.826.239.934;378.148.267.455.273;564.391.828.590.483;421.594.838.742.247;652.993.333.666.365;2;4;weR;we;Cor2;Cor2;Cor2;Cor1;Cor1;Cor1;Cor2weR;Cor2weR;Cor2weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;419724;0;19;9.208.683;116.774.819;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;419743;22;81;9.208.683;116.774.819;19;2;2;1;0.0129891861388876;0.216829729183993;0.145171686884637;201.298.918.613.889;221.682.972.918.399;311.490.945.766.144;p2P;54;36;25;243.918.285.904.825;471.823.826.239.934;378.148.267.455.273;564.391.828.590.483;421.594.838.742.247;652.993.333.666.365;2;4;bpR;bp;Cor1;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1bpR;Cor2bpR;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;[];[];[];[];[];[];[];[];[]
saccade;419824;0;4;0.476139;121.144.312;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;419828;23;119;0.476139;121.144.312;19;2;2;1;0.0129891861388876;0.216829729183993;0.145171686884637;201.298.918.613.889;221.682.972.918.399;311.490.945.766.144;p2P;54;36;25;243.918.285.904.825;471.823.826.239.934;378.148.267.455.273;564.391.828.590.483;421.594.838.742.247;652.993.333.666.365;2;4;weR;we;Cor1;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;419947;0;11;2.581.657;-1.965.452;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
