type;latency;rank;duration;sac_amplitude;sac_angle;iEvent;CorScorePair;CorScoreEvent;CorScoreDetail;NrmzMeanConfPair;NrmzMeanConfEvent;NrmzMeanConfDetail;SumCorConfPair;SumCorConfEvent;SumCorConfDetail;PairNCat;eCorScorePair;eCorScoreEvent;eCorScoreDetail;eNrmzMeanConfPair;eNrmzMeanConfEvent;eNrmzMeanConfDetail;eSumCorConfPair;eSumCorConfEvent;eSumCorConfDetail;iBlock;iEventPerBlock;Refi;Refi2;NrmzMeanConfPair2bins;NrmzMeanConfEvent2bins;NrmzMeanConfDetail2bins;eNrmzMeanConfPair2bins;eNrmzMeanConfEvent2bins;eNrmzMeanConfDetail2bins;NrmzMeanConfPair_CorRefi;NrmzMeanConfEvent_CorRefi;NrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_CorRefi;eNrmzMeanConfEvent_CorRefi;eNrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_EventOnset2bins;eNrmzMeanConfEvent_EventOnset2bins;eNrmzMeanConfDetail_EventOnset2bins;eCorScorePair_EventOnset2bins;eCorScoreEvent_EventOnset2bins;eCorScoreDetail_EventOnset2bins;eSumCorConfPair_EventOnset2bins;eSumCorConfEvent_EventOnset2bins;eSumCorConfDetail_EventOnset2bins
saccade;1079955;0;16;769.006;-17.965.015;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1079971;8;51;769.006;-17.965.015;49;2;2;3;0.876769780680203;0.150787248436911;0.381338574950726;28.767.697.806.802;215.078.724.843.691;351.377.851.455.856;p3O;66;66;76;294.367.335.685.499;100.559.897.398.032;164.826.822.279.566;954.367.335.685.499;760.559.897.398.032;118.746.361.654.177;4;4;bpR;bp;Cor2;Cor2;Cor1;Cor2;Cor2;Cor2;Cor2bpR;Cor2bpR;Cor1bpR;Cor2bpR;Cor2bpR;Cor2bpR;[];[];[];[];[];[];[];[];[]
saccade;1080022;0;4;0.444024;171.990.972;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1080026;9;38;0.444024;171.990.972;49;2;2;3;0.876769780680203;0.150787248436911;0.381338574950726;28.767.697.806.802;215.078.724.843.691;351.377.851.455.856;p3O;66;66;76;294.367.335.685.499;100.559.897.398.032;164.826.822.279.566;954.367.335.685.499;760.559.897.398.032;118.746.361.654.177;4;4;weR;we;Cor2;Cor2;Cor1;Cor2;Cor2;Cor2;Cor2weR;Cor2weR;Cor1weR;Cor2weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;1080064;0;10;2.407.402;-176.298.699;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1080074;10;214;2.407.402;-176.298.699;49;2;2;3;0.932437699945006;0.150787248436911;0.40236867446603;293.243.769.994.501;215.078.724.843.691;354.161.247.419.096;p3F;66;66;76;294.367.335.685.499;100.559.897.398.032;164.826.822.279.566;954.367.335.685.499;760.559.897.398.032;118.746.361.654.177;4;4;beF;be;Cor2;Cor2;Cor1;Cor2;Cor2;Cor2;Cor2beF;Cor2beF;Cor1beF;Cor2beF;Cor2beF;Cor2beF;[];[];[];[];[];[];[];[];[]
saccade;1080288;0;10;255.613;7.039.047;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1080298;11;93;255.613;7.039.047;49;2;2;3;0.876769780680203;0.150787248436911;0.381338574950726;28.767.697.806.802;215.078.724.843.691;351.377.851.455.856;p3O;66;66;76;294.367.335.685.499;100.559.897.398.032;164.826.822.279.566;954.367.335.685.499;760.559.897.398.032;118.746.361.654.177;4;4;beR;be;Cor2;Cor2;Cor1;Cor2;Cor2;Cor2;Cor2beR;Cor2beR;Cor1beR;Cor2beR;Cor2beR;Cor2beR;[];[];[];[];[];[];[];[];[]
saccade;1080391;0;16;7.771.058;-2.379.438;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1080407;12;82;7.771.058;-2.379.438;49;2;2;2;0.879089283537611;0.390410392771641;0.560571112071778;287.908.928.353.761;239.041.039.277.164;363.474.983.815.463;p1F;66;66;76;294.367.335.685.499;100.559.897.398.032;164.826.822.279.566;954.367.335.685.499;760.559.897.398.032;118.746.361.654.177;4;4;bpR;bp;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2bpR;Cor2bpR;Cor2bpR;Cor2bpR;Cor2bpR;Cor2bpR;[];[];[];[];[];[];[];[];[]
saccade;1080489;0;5;0.334459;33.164.558;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1080494;13;44;0.334459;33.164.558;49;2;2;2;0.879089283537611;0.390410392771641;0.560571112071778;287.908.928.353.761;239.041.039.277.164;363.474.983.815.463;p1F;66;66;76;294.367.335.685.499;100.559.897.398.032;164.826.822.279.566;954.367.335.685.499;760.559.897.398.032;118.746.361.654.177;4;4;weR;we;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;1080538;0;11;2.308.019;2.066.277;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1080549;14;92;2.308.019;2.066.277;49;2;2;2;0.876769780680203;0.390410392771641;0.541087337840547;28.767.697.806.802;239.041.039.277.164;363.359.008.672.592;p1P;66;66;76;294.367.335.685.499;100.559.897.398.032;164.826.822.279.566;954.367.335.685.499;760.559.897.398.032;118.746.361.654.177;4;4;beF;be;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2beF;Cor2beF;Cor2beF;Cor2beF;Cor2beF;Cor2beF;[];[];[];[];[];[];[];[];[]
saccade;1080641;0;11;261.633;-178.912.163;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1080652;15;143;261.633;-178.912.163;49;2;2;2;0.879089283537611;0.390410392771641;0.560571112071778;287.908.928.353.761;239.041.039.277.164;363.474.983.815.463;p1F;66;66;76;294.367.335.685.499;100.559.897.398.032;164.826.822.279.566;954.367.335.685.499;760.559.897.398.032;118.746.361.654.177;4;4;beR;be;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2beR;Cor2beR;Cor2beR;Cor2beR;Cor2beR;Cor2beR;[];[];[];[];[];[];[];[];[]
saccade;1080795;0;24;903.323;111.436.838;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1080819;16;53;903.323;111.436.838;49;2;2;2;0.930118212018898;0.366448071754214;0.544596231393493;29.301.182.120.189;236.644.807.175.421;364.828.314.188.656;p2O;66;66;76;294.367.335.685.499;100.559.897.398.032;164.826.822.279.566;954.367.335.685.499;760.559.897.398.032;118.746.361.654.177;4;4;bpF;bp;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2bpF;Cor2bpF;Cor2bpF;Cor2bpF;Cor2bpF;Cor2bpF;[];[];[];[];[];[];[];[];[]
saccade;1080872;0;8;1.389.753;129.814.626;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1080880;17;53;1.389.753;129.814.626;49;2;2;2;0.88140877146372;0.366448071754214;0.546142556677565;288.140.877.146.372;236.644.807.175.421;362.392.842.160.897;p2P;66;66;76;294.367.335.685.499;100.559.897.398.032;164.826.822.279.566;954.367.335.685.499;760.559.897.398.032;118.746.361.654.177;4;4;beF;be;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2beF;Cor2beF;Cor2beF;Cor2beF;Cor2beF;Cor2beF;[];[];[];[];[];[];[];[];[]
saccade;1080933;0;6;0.464232;-162.561.856;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1080939;18;73;0.464232;-162.561.856;49;2;2;2;0.88140877146372;0.366448071754214;0.546142556677565;288.140.877.146.372;236.644.807.175.421;362.392.842.160.897;p2P;66;66;76;294.367.335.685.499;100.559.897.398.032;164.826.822.279.566;954.367.335.685.499;760.559.897.398.032;118.746.361.654.177;4;4;weR;we;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;1081012;0;5;0.427972;-100.775.014;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1081017;19;95;0.427972;-100.775.014;49;2;2;2;0.88140877146372;0.366448071754214;0.546142556677565;288.140.877.146.372;236.644.807.175.421;362.392.842.160.897;p2P;66;66;76;294.367.335.685.499;100.559.897.398.032;164.826.822.279.566;954.367.335.685.499;760.559.897.398.032;118.746.361.654.177;4;4;weR;we;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;1081112;0;7;0.26254;39.869.842;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1081119;20;71;0.26254;39.869.842;49;2;2;2;0.88140877146372;0.366448071754214;0.546142556677565;288.140.877.146.372;236.644.807.175.421;362.392.842.160.897;p2P;66;66;76;294.367.335.685.499;100.559.897.398.032;164.826.822.279.566;954.367.335.685.499;760.559.897.398.032;118.746.361.654.177;4;4;weR;we;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;1081190;0;6;0.277993;-156.555.614;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1081196;21;21;0.277993;-156.555.614;49;2;2;2;0.88140877146372;0.366448071754214;0.546142556677565;288.140.877.146.372;236.644.807.175.421;362.392.842.160.897;p2P;66;66;76;294.367.335.685.499;100.559.897.398.032;164.826.822.279.566;954.367.335.685.499;760.559.897.398.032;118.746.361.654.177;4;4;weR;we;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;1081217;0;4;0.323401;-6.464.405;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1081221;22;46;0.323401;-6.464.405;49;2;2;2;0.88140877146372;0.366448071754214;0.546142556677565;288.140.877.146.372;236.644.807.175.421;362.392.842.160.897;p2P;66;66;76;294.367.335.685.499;100.559.897.398.032;164.826.822.279.566;954.367.335.685.499;760.559.897.398.032;118.746.361.654.177;4;4;weR;we;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;1081267;0;10;1.888.576;16.362.125;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1081277;23;104;1.888.576;16.362.125;49;2;2;2;0.930118212018898;0.366448071754214;0.544596231393493;29.301.182.120.189;236.644.807.175.421;364.828.314.188.656;p2O;66;66;76;294.367.335.685.499;100.559.897.398.032;164.826.822.279.566;954.367.335.685.499;760.559.897.398.032;118.746.361.654.177;4;4;beR;be;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2beR;Cor2beR;Cor2beR;Cor2beR;Cor2beR;Cor2beR;[];[];[];[];[];[];[];[];[]
saccade;1081381;0;12;1.709.347;-159.768.914;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1081393;24;13;1.709.347;-159.768.914;49;2;2;2;0.88140877146372;0.366448071754214;0.546142556677565;288.140.877.146.372;236.644.807.175.421;362.392.842.160.897;p2P;66;66;76;294.367.335.685.499;100.559.897.398.032;164.826.822.279.566;954.367.335.685.499;760.559.897.398.032;118.746.361.654.177;4;4;beR;be;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2beR;Cor2beR;Cor2beR;Cor2beR;Cor2beR;Cor2beR;[];[];[];[];[];[];[];[];[]
saccade;1081406;0;4;0.078863;98.478.116;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1081410;25;19;0.078863;98.478.116;49;2;2;2;0.88140877146372;0.366448071754214;0.546142556677565;288.140.877.146.372;236.644.807.175.421;362.392.842.160.897;p2P;66;66;76;294.367.335.685.499;100.559.897.398.032;164.826.822.279.566;954.367.335.685.499;760.559.897.398.032;118.746.361.654.177;4;4;weR;we;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;1081429;0;4;0.285875;90.436.778;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1081433;26;29;0.285875;90.436.778;49;2;2;2;0.88140877146372;0.366448071754214;0.546142556677565;288.140.877.146.372;236.644.807.175.421;362.392.842.160.897;p2P;66;66;76;294.367.335.685.499;100.559.897.398.032;164.826.822.279.566;954.367.335.685.499;760.559.897.398.032;118.746.361.654.177;4;4;weR;we;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;1081462;0;4;0.318026;-118.354.763;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1081466;27;47;0.318026;-118.354.763;49;2;2;2;0.88140877146372;0.366448071754214;0.546142556677565;288.140.877.146.372;236.644.807.175.421;362.392.842.160.897;p2P;66;66;76;294.367.335.685.499;100.559.897.398.032;164.826.822.279.566;954.367.335.685.499;760.559.897.398.032;118.746.361.654.177;4;4;weR;we;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;1081513;0;11;0.017347;146.936.876;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1081524;28;14;0.017347;146.936.876;49;2;2;2;0.88140877146372;0.366448071754214;0.546142556677565;288.140.877.146.372;236.644.807.175.421;362.392.842.160.897;p2P;66;66;76;294.367.335.685.499;100.559.897.398.032;164.826.822.279.566;954.367.335.685.499;760.559.897.398.032;118.746.361.654.177;4;4;weR;we;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;1081538;0;14;143.752;14.134.497;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1081552;29;16;143.752;14.134.497;49;2;2;2;0.930118212018898;0.366448071754214;0.544596231393493;29.301.182.120.189;236.644.807.175.421;364.828.314.188.656;p2O;66;66;76;294.367.335.685.499;100.559.897.398.032;164.826.822.279.566;954.367.335.685.499;760.559.897.398.032;118.746.361.654.177;4;4;beR;be;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2beR;Cor2beR;Cor2beR;Cor2beR;Cor2beR;Cor2beR;[];[];[];[];[];[];[];[];[]
saccade;1081568;0;5;0.408548;-78.285.996;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1081573;30;97;0.408548;-78.285.996;49;2;2;2;0.930118212018898;0.366448071754214;0.544596231393493;29.301.182.120.189;236.644.807.175.421;364.828.314.188.656;p2O;66;66;76;294.367.335.685.499;100.559.897.398.032;164.826.822.279.566;954.367.335.685.499;760.559.897.398.032;118.746.361.654.177;4;4;weR;we;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;1081670;0;7;0.999243;-51.514.649;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1081677;31;72;0.999243;-51.514.649;49;2;2;2;0.930118212018898;0.366448071754214;0.544596231393493;29.301.182.120.189;236.644.807.175.421;364.828.314.188.656;p2O;66;66;76;294.367.335.685.499;100.559.897.398.032;164.826.822.279.566;954.367.335.685.499;760.559.897.398.032;118.746.361.654.177;4;4;weR;we;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;1081749;0;25;1.532.585;179.355.249;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1081774;32;50;1.532.585;179.355.249;49;2;2;2;0.88140877146372;0.366448071754214;0.546142556677565;288.140.877.146.372;236.644.807.175.421;362.392.842.160.897;p2P;66;66;76;294.367.335.685.499;100.559.897.398.032;164.826.822.279.566;954.367.335.685.499;760.559.897.398.032;118.746.361.654.177;4;4;beR;be;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2beR;Cor2beR;Cor2beR;Cor2beR;Cor2beR;Cor2beR;[];[];[];[];[];[];[];[];[]
saccade;1081824;0;30;0.571621;155.184.357;49;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1081854;33;50;0.571621;155.184.357;49;2;2;2;0.88140877146372;0.366448071754214;0.546142556677565;288.140.877.146.372;236.644.807.175.421;362.392.842.160.897;p2P;66;66;76;294.367.335.685.499;100.559.897.398.032;164.826.822.279.566;954.367.335.685.499;760.559.897.398.032;118.746.361.654.177;4;4;weR;we;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
EventOnset;1.085.623.375;0;0;0;0;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;[];[];[];[];[];[];[];[];[];[];[];[];[];[];Cor2;Cor2;Cor1;Cor1;Cor1;Cor2;Cor1;Cor1;Cor1
saccade;1085697;0;13;4.894.375;47.516.948;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1085710;1;54;4.894.375;47.516.948;50;1;0;1;0.822029662558363;0;0.433745899556584;143.374.589.955.658;0.129162720341563;228.145.430.994.907;p3O;39;22;49;160.541.650.456.575;503.383.936.631.526;996.480.097.552.034;515.596.111.786.415;261.706.115.871.929;713.651.113.829.172;4;5;bpF;bp;Cor2;Cor1;Cor2;Cor1;Cor2;Cor1;Cor2bpF;Cor1bpF;Cor2bpF;Cor1bpF;Cor2bpF;Cor1bpF;[];[];[];[];[];[];[];[];[]
saccade;1085764;0;6;0.683316;-171.444.155;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1085770;2;31;0.683316;-171.444.155;50;2;0;2;0.377150179148818;0;0.377150179148818;237.715.017.914.882;0.129162720341563;225.315.644.974.519;p3F;39;22;49;160.541.650.456.575;503.383.936.631.526;996.480.097.552.034;515.596.111.786.415;261.706.115.871.929;713.651.113.829.172;4;5;beF;be;Cor1;Cor1;Cor1;Cor1;Cor2;Cor1;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor2beF;Cor1beF;[];[];[];[];[];[];[];[];[]
saccade;1085801;0;10;1.725.073;6.624.328;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1085811;3;79;1.725.073;6.624.328;50;1;0;1;0.822029662558363;0;0.433745899556584;143.374.589.955.658;0.129162720341563;228.145.430.994.907;p3O;39;22;49;160.541.650.456.575;503.383.936.631.526;996.480.097.552.034;515.596.111.786.415;261.706.115.871.929;713.651.113.829.172;4;5;beR;be;Cor2;Cor1;Cor2;Cor1;Cor2;Cor1;Cor2beR;Cor1beR;Cor2beR;Cor1beR;Cor2beR;Cor1beR;[];[];[];[];[];[];[];[];[]
saccade;1085890;0;5;0.251753;-55.797.057;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1085895;4;141;0.251753;-55.797.057;50;1;0;1;0.822029662558363;0;0.433745899556584;143.374.589.955.658;0.129162720341563;228.145.430.994.907;p3O;39;22;49;160.541.650.456.575;503.383.936.631.526;996.480.097.552.034;515.596.111.786.415;261.706.115.871.929;713.651.113.829.172;4;5;weR;we;Cor2;Cor1;Cor2;Cor1;Cor2;Cor1;Cor2weR;Cor1weR;Cor2weR;Cor1weR;Cor2weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;1086036;0;9;1.825.216;172.256.668;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
bad_ET;1086106;0;66;0;0;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
saccade;1086336;0;10;1.786.022;-171.269.003;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1086346;5;89;1.786.022;-171.269.003;50;2;0;2;0.377150179148818;0;0.377150179148818;237.715.017.914.882;0.129162720341563;225.315.644.974.519;p3F;39;22;49;160.541.650.456.575;503.383.936.631.526;996.480.097.552.034;515.596.111.786.415;261.706.115.871.929;713.651.113.829.172;4;5;beR;be;Cor1;Cor1;Cor1;Cor1;Cor2;Cor1;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor2beR;Cor1beR;[];[];[];[];[];[];[];[];[]
saccade;1086435;0;9;1.802.881;18.958.081;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
bad_ET;1086549;0;26;0;0;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
saccade;1086598;0;7;0.929004;174.236.261;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1086605;6;33;0.929004;174.236.261;50;1;1;2;0.822029662558363;0.335472400187493;0.400988066433554;143.374.589.955.658;118.819.183.172.805;331.096.886.564.232;p1P;39;22;49;160.541.650.456.575;503.383.936.631.526;996.480.097.552.034;515.596.111.786.415;261.706.115.871.929;713.651.113.829.172;4;5;bpF;bp;Cor2;Cor2;Cor1;Cor1;Cor2;Cor1;Cor2bpF;Cor2bpF;Cor1bpF;Cor1bpF;Cor2bpF;Cor1bpF;[];[];[];[];[];[];[];[];[]
saccade;1086638;0;10;2.138.312;-17.611.553;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
