;participant;rank;NrmzMeanConfPair;NrmzMeanConfEvent;NrmzMeanConfDetail;Refi
29693;24;12;0.574866076493789;0.337435923495214;0.337435923495214;weR
29694;24;13;0.574866076493789;0.337435923495214;0.337435923495214;weR
29695;24;14;0.574866076493789;0.337435923495214;0.337435923495214;weR
29696;24;15;0.574866076493789;0.337435923495214;0.337435923495214;weR
29697;24;16;0.574866076493789;0.337435923495214;0.337435923495214;weR
29699;24;18;0.574866076493789;0.209285557156872;0.209285557156872;weR
29701;24;20;0.542555909856255;0.337435923495214;0.337435923495214;weR
29705;24;24;0.580817953256475;0.36480136535336;0.36480136535336;weR
29706;24;25;0.580817953256475;0.36480136535336;0.36480136535336;weR
29713;24;2;0.523850009504444;0.524321868076518;0.524085938790481;weR
29714;24;3;0.523850009504444;0.524321868076518;0.524085938790481;weR
29716;24;5;0.523850009504444;0.312740281121101;0.418295145312773;weR
29718;24;7;0.44817617908418;0.392834256579009;0.412131834144485;weR
29720;24;9;0.44817617908418;0.543677909300709;0.512694269292285;weR
29723;24;12;0.44817617908418;0.543677909300709;0.512694269292285;weR
29725;24;14;0.44817617908418;0.392834256579009;0.412131834144485;weR
29726;24;15;0.44817617908418;0.392834256579009;0.412131834144485;weR
29728;24;17;0.479636089341538;0.312740281121101;0.39618818523132;weR
29733;24;22;0.479636089341538;0.312740281121101;0.39618818523132;weR
29738;24;27;0.44817617908418;0.392834256579009;0.412131834144485;weR
29741;24;3;0.449026449147932;0.344777871069295;0.372725254830262;weR
29743;24;5;0.449026449147932;0.317412430218159;0.354481627596171;weR
29745;24;7;0.449026449147932;0.344777871069295;0.372725254830262;weR
29751;24;14;0.658192310120666;0.317412430218159;0.474623225231989;weR
29753;24;16;0.449026449147932;0.317412430218159;0.354481627596171;weR
29756;24;19;0.449026449147932;0.317412430218159;0.354481627596171;weR
29759;24;22;0.572315293669686;0.284039938513929;0.345837584323842;weR
29764;24;4;0.594422260592927;0.37281076380546;0.520551761663771;weR
29765;24;5;0.594422260592927;0.37281076380546;0.520551761663771;weR
29767;24;7;0.594422260592927;0.264683897457572;0.484509472881142;weR
